created_at,unique_id,location_id,order_id,item_name,customer_id,item_price,item_quantity,item_modifications,unit_price
2022-09-23 01:40:57+00:00,9cc4674d-4aa8-4463-bc9a-cd5bb585d274,75WYSXR9QBK5M,hSZHm8qCxowIvSWT0QAMvLyeV,Bratwurst,J1SFC3MJSH0TV3PKVJPSFK0X70,31221,34.69,Regular ,900.0000000000001
2022-12-08 05:23:22+00:00,9d1a0527-333d-4b48-a23c-2c41472d5bcb,75WYSXR9QBK5M,VyeGdQZzV2gVC7xHyulPkfyeV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,16656,33.312,Regular ,500.00000000000006
2022-12-08 05:23:22+00:00,1699e8e2-5874-4426-a7b1-b104832394ca,75WYSXR9QBK5M,VyeGdQZzV2gVC7xHyulPkfyeV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,17063,34.125,Regular ,500.01465201465203
2022-12-08 05:23:22+00:00,e68564e2-996a-40d7-8ce1-637d37e69b51,75WYSXR9QBK5M,VyeGdQZzV2gVC7xHyulPkfyeV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,6938,13.875,Regular ,500.036036036036
2023-02-02 01:25:27+00:00,e28ffe19-fadf-409d-85b5-dc6a626507ef,75WYSXR9QBK5M,pyZc4ET7PJKMFrKwLH2xvl3eV,Kielbasa Sausage,YQBWJVC2X77SKNG5M285XENNW0,8758,9.731,Regular ,900.010276436132
2023-02-02 01:25:27+00:00,e114aa92-ca32-46b3-8f6f-3ef5dae1910f,75WYSXR9QBK5M,pyZc4ET7PJKMFrKwLH2xvl3eV,Ginger Miso Sausage,YQBWJVC2X77SKNG5M285XENNW0,8978,9.975,Regular ,900.0501253132833
2023-02-27 21:21:29+00:00,98b9de89-fe95-4221-981e-d78210e04c13,75WYSXR9QBK5M,H7gL5cO0BSuuMWSrxTDmWOkeV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,12688,25.375,Regular ,500.0197044334975
2023-02-27 21:21:29+00:00,38797ef2-51ad-48b7-90f4-bdbf9a596384,75WYSXR9QBK5M,H7gL5cO0BSuuMWSrxTDmWOkeV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,13594,27.188,Regular ,500.0
2023-02-27 21:21:29+00:00,3e68ea18-38a2-40f7-b593-f9463a0a601f,75WYSXR9QBK5M,H7gL5cO0BSuuMWSrxTDmWOkeV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,12813,25.625,Regular ,500.01951219512193
2023-02-27 21:21:29+00:00,d9845b19-1e97-4a62-8316-774596c0f6d7,75WYSXR9QBK5M,H7gL5cO0BSuuMWSrxTDmWOkeV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,4219,8.438,Regular ,499.99999999999994
2023-04-11 21:27:29+00:00,799f275a-3790-4843-b0c9-619f5c3a3d22,75WYSXR9QBK5M,nHMihkqCKFHcwX5cgcDQJUleV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,32405,64.81,Regular ,500.0
2023-04-11 21:27:29+00:00,2f0b7324-e5ba-4c00-92e6-dc419d210ca8,75WYSXR9QBK5M,nHMihkqCKFHcwX5cgcDQJUleV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,10720,21.44,Regular ,499.99999999999994
2023-04-11 21:27:29+00:00,9484a163-3c43-4d85-8896-d92cb405282f,75WYSXR9QBK5M,nHMihkqCKFHcwX5cgcDQJUleV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,31375,62.75,Regular ,500.0
2023-07-26 08:37:38+00:00,84c59fc3-939f-464a-99f0-58c9fc66092c,75WYSXR9QBK5M,tsPZc2jcIvCaTfXMVyrGZVfeV,Breakfast sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,38844,77.688,Regular ,500.0
2023-07-26 08:37:38+00:00,69b4c379-3900-4214-9a8a-8c00d112e5f4,75WYSXR9QBK5M,tsPZc2jcIvCaTfXMVyrGZVfeV,Ginger miso sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,36063,72.125,Regular ,500.0069324090121
2023-07-26 08:37:38+00:00,65242394-7d45-45d5-a432-18b1dbb7ef25,75WYSXR9QBK5M,tsPZc2jcIvCaTfXMVyrGZVfeV,Chorizo service charge,RGHDB0NV2S12183AGRPJXF0SQM,36688,73.375,Regular ,500.0068143100511
2023-07-26 08:37:38+00:00,e45fcf8f-d206-407a-bfe2-a02a54668fb8,75WYSXR9QBK5M,tsPZc2jcIvCaTfXMVyrGZVfeV,Char siu sausage service charge,RGHDB0NV2S12183AGRPJXF0SQM,13250,26.5,Regular ,500.0
