item_name,animal_categories,reasoning,vegan,vegetarian,mpbamodifiable
Pumpkin Crunch,"['sweet_dairy', 'egg']",Pumpkin crunch dessert,False,True,False
Small Bread Pudding,"['sweet_dairy', 'egg']",Bread pudding,False,True,False
Bread,[],Bread,True,True,False
Sweet Potato Taro Chips,[],Sweet potato taro chips,True,True,False
Sauerkraut,[],Sauerkraut side,True,True,False
Salmon Dip,[],Salmon dip - fish,False,False,False
Burger,"['beef_or_pork_burger', 'savory_dairy']",Burger,False,False,False
Steak,['chunked_beef_or_pork'],Steak,False,False,False
Breakfast,"['egg', 'sausage', 'savory_dairy']",Breakfast item,False,False,False
Dipping Sauce,[],Dipping sauce,True,True,False
Mac Cheese,['savory_dairy'],Mac and cheese,False,True,False
Mini Bites,['sausage'],Mini sausage bites,False,False,False
Beef Chili,['ground_meat'],Beef chili,False,False,False
Thai Chicken Sausage,['sausage'],Thai chicken sausage [FIXED: Chicken sausage → sausage format],False,False,False
catering_takeout,[],Catering and takeout items - varies by content,False,False,False
