item_name,animal_categories,reasoning,vegan,vegetarian,mpbamodifiable
Yum Cha Dumplings,[],No animal products detected in name,True,True,False
Hh Wings,['fried_chicken'],Contains meat [FIXED: Wings are typically fried],False,False,False
Kimchi Side,[],No animal products detected in name,True,True,False
Special: Scallops With Pomodoro And Pesto,[],Contains fish/shellfish,False,False,False
Steak And Eggs,['egg'],Contains meat,False,False,False
Szechuan Chicken Salad,['unfried_chicken'],Contains meat; protein likely substitutable,False,False,False
Brisket,['chunked_beef_or_pork'],Contains meat,False,False,False
Breakfast Banh Mi,[],No animal products detected in name,True,True,False
Breakfast Buns,[],No animal products detected in name,True,True,False
Breakfast Egg Roll,[],No animal products detected in name,True,True,False
Breakfast Egg Rolls,[],No animal products detected in name,True,True,False
Breakfast Fries,[],No animal products detected in name,True,True,False
Breakfast Kolaches Potatoes,['sausage'],Contains meat,False,False,False
Breakfast Nachos,[],No animal products detected in name,True,True,False
Breakfast Pizza,[],No animal products detected in name,True,True,False
Breakfast Pork Nachos,[],Contains meat,False,False,False
Breakfast Tacos,[],No animal products detected in name,True,True,False
Breakfast Tostado,[],No animal products detected in name,True,True,False
Breakfast Wrap,[],No animal products detected in name,True,True,False
Fried Chicken,['fried_chicken'],Contains meat,False,False,False
Salmon,[],Contains fish/shellfish,False,False,False
Shrimp,[],Contains fish/shellfish,False,False,False
Mongolian Beef,['chunked_beef_or_pork'],Contains meat,False,False,False
Wings,['fried_chicken'],Contains meat [FIXED: Wings are typically fried],False,False,False
Pork Belly,['chunked_beef_or_pork'],Contains meat,False,False,False
French Toast,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Dumplings,[],No animal products detected in name,True,True,False
Soup,[],No animal products detected in name,True,True,False
Nachos,[],No animal products detected in name,True,True,False
Steak,[],Contains meat,False,False,False
Kolache,['sausage'],Contains meat,False,False,False
Tofu,[],Tofu-based dish,True,True,False
Duck,['unfried_chicken'],Contains meat,False,False,False
Ribs,['chunked_beef_or_pork'],Contains meat,False,False,False
Lo Mein,[],No animal products detected in name,True,True,False
Lasagna,['ground_meat'],Contains meat,False,False,False
Crostini,[],No animal products detected in name,True,True,False
Grilled Cheese,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Cuban,[],No animal products detected in name,True,True,False
Mousse,"['sweet_dairy', 'egg']",Contains dairy or egg (no vegan dairy sub) [FIXED: Baked goods typically have egg/dairy],False,True,False
Tiramisu,"['sweet_dairy', 'egg']",Contains dairy or egg (no vegan dairy sub) [FIXED: Baked goods typically have egg/dairy],False,True,False
Donut,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Bread Pudding,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Panna Cotta,"['sweet_dairy', 'egg']",Contains dairy or egg (no vegan dairy sub) [FIXED: Baked goods typically have egg/dairy],False,True,False
Vietnamese Pork,['pulled_pork'],Contains meat,False,False,True
Coco Curry,[],No animal products detected in name,True,True,False
Oyster,[],Contains fish/shellfish,False,False,False
Crab,[],Contains fish/shellfish,False,False,False
Trout,[],Contains fish/shellfish,False,False,False
Boiled Peanuts,[],No animal products detected in name,True,True,False
Edamame,[],No animal products detected in name,True,True,False
Cheong Fun,[],No animal products detected in name,True,True,False
Arancini,[],No animal products detected in name,True,True,False
Falafel,[],No animal products detected in name,True,True,False
Deviled Eggs,['egg'],Contains dairy or egg,False,True,False
Ropa Vieja,[],No animal products detected in name,True,True,False
Corn Fritters,[],No animal products detected in name,True,True,False
Plantains,[],No animal products detected in name,True,True,False
Chocolate Cake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Ice Cream,"['sweet_dairy', 'egg']",Contains dairy or egg (no vegan dairy sub) [FIXED: Baked goods typically have egg/dairy],False,True,False
Peaches,[],No animal products detected in name,True,True,False
Cookie,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Sausage,['sausage'],Contains meat,False,False,False
Waffle,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Family Suppers,[],No animal products detected in name,True,True,False
Famiglia Italian Night,[],No animal products detected in name,True,True,False
Mikkelsens,[],No animal products detected in name,True,True,False
Monday Night,[],No animal products detected in name,True,True,False
New Realm,[],No animal products detected in name,True,True,False
Nye Dinner,[],No animal products detected in name,True,True,False
Nye Dinner Allergy Or Special,[],No animal products detected in name,True,True,False
Onetable,[],No animal products detected in name,True,True,False
Special Dessert,[],No animal products detected in name,True,True,False
Special Side,[],No animal products detected in name,True,True,False
Valentines Dinner,[],No animal products detected in name,True,True,False
Valentines Vegetarian,[],No animal products detected in name,True,True,False
Wellington (M),[],No animal products detected in name,True,True,False
Wellington Special,[],No animal products detected in name,True,True,False
Charred Caeser With Soft Shell Crab,[],Contains fish/shellfish,False,False,False
Fried Blue Crab Claws,[],Contains fish/shellfish,False,False,False
Little Neck Clams,[],Contains fish/shellfish,False,False,False
Moules Marinieres,[],No animal products detected in name,True,True,False
Mussels,[],Contains fish/shellfish,False,False,False
Pei Mussels,[],Contains fish/shellfish,False,False,False
Pei Mussels Special,[],Contains fish/shellfish,False,False,False
Prawns A La Plancha,[],Contains fish/shellfish,False,False,False
Royal Red Shrimp Boil,[],Contains fish/shellfish,False,False,False
Salt Pepper Squid,[],Contains fish/shellfish,False,False,False
Scallops Rockefeller,[],Contains fish/shellfish,False,False,False
Sea Scallops,[],Contains fish/shellfish,False,False,False
Smoked Tomato Cream Scallops,['sweet_dairy'],Contains fish/shellfish,False,False,False
Smoked Tomato Mussels,[],Contains fish/shellfish,False,False,False
Special: Pei Mussels With Pomodoro White Wine And Basil,[],Contains fish/shellfish,False,False,False
"Special: Scallops With Pomdoro, Pesto, And Basil",[],Contains fish/shellfish,False,False,False
Special: Scallops With Thai Peanut Sauce,[],Contains fish/shellfish,False,False,False
Tomato Jam Shrimp Grits,['savory_dairy'],Contains fish/shellfish,False,False,False
Slider,[],No animal products detected in name,True,True,False
Chinese Greens,[],No animal products detected in name,True,True,False
Broccoli Banchan,[],No animal products detected in name,True,True,False
Galbi Banchan,[],No animal products detected in name,True,True,False
Gochujang,[],No animal products detected in name,True,True,False
Gochujang Collards,[],No animal products detected in name,True,True,False
Side Of Kimchi Collards,[],No animal products detected in name,True,True,False
Yook Baeng,[],No animal products detected in name,True,True,False
Yook Baeng Bites,[],No animal products detected in name,True,True,False
Braciole Entree,[],No animal products detected in name,True,True,False
Cacio E Pepe,[],No animal products detected in name,True,True,False
Market Pasta,[],No animal products detected in name,True,True,False
Osso Bucco,[],No animal products detected in name,True,True,False
Ravioli,[],No animal products detected in name,True,True,False
Red Braised Szechuan Pork Cheeks,[],Contains meat,False,False,False
Spatzle,[],No animal products detected in name,True,True,False
Special: Chanterelle Porcini Cream Pasta,['sweet_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Sunflower Pesto Pasta,[],No animal products detected in name,True,True,False
Chili,['ground_meat'],Contains meat,False,False,False
300 App Spread,[],No animal products detected in name,True,True,False
Bacon Blue Cheese House Chips,"['bacon', 'savory_dairy']",Contains meat,False,False,False
Beer Cheese Bites,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Blistered Shishito Peppers,[],No animal products detected in name,True,True,False
Burrata Fennel,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Burrata Herbs,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Carpaccio,[],No animal products detected in name,True,True,False
Cheese Bread,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Crispy Lentil Fritters,[],No animal products detected in name,True,True,False
Crispy Shaved Okra,[],No animal products detected in name,True,True,False
Fried Okra App,[],No animal products detected in name,True,True,False
Gorgonzola Grapes,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Gorgonzola Spinach Dip,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Hummus Such,[],No animal products detected in name,True,True,False
Jalapeno Poppers,[],No animal products detected in name,True,True,False
Low Country Charcuterie,[],No animal products detected in name,True,True,False
Moos In A Blanket,[],No animal products detected in name,True,True,False
Panko Fried Green Hill,[],No animal products detected in name,True,True,False
Spinach Artichoke Dip,[],No animal products detected in name,True,True,False
Wasabi Popcorn,[],No animal products detected in name,True,True,False
Quiche,['egg'],Contains dairy or egg,False,True,False
Best Damn Coffee Cake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Brioche Sticky Bun,[],No animal products detected in name,True,True,False
Coffee Cake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Croissant,[],No animal products detected in name,True,True,False
Scone,[],No animal products detected in name,True,True,False
Soda Bread,[],No animal products detected in name,True,True,False
Strawberry Muffin,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Strawberry Scone,[],No animal products detected in name,True,True,False
Toaster Strudel,[],No animal products detected in name,True,True,False
Banana Pudding,[],No animal products detected in name,True,True,False
Banana Pudding For Two,[],No animal products detected in name,True,True,False
Bananas Foster,[],No animal products detected in name,True,True,False
Beignets,[],No animal products detected in name,True,True,False
Blondie Brownie With Caramel,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Blueberry Cobbler W Ging. Lav.,[],No animal products detected in name,True,True,False
Gingerbread Layer Cake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Good Fortune Orange Tart,[],No animal products detected in name,True,True,False
Grandma'S Pound Cake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Honeybun Cake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Lemon Blueberry Cake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Market Poptart,[],No animal products detected in name,True,True,False
Mixed Berry Fry Pie,[],No animal products detected in name,True,True,False
Ricotta Zeppole,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Ruthie'S Sweets,[],No animal products detected in name,True,True,False
Strawberries,[],No animal products detected in name,True,True,False
Strawberries Cream,['sweet_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Strawberry Meringue,[],No animal products detected in name,True,True,False
Tres Leches,['sweet_dairy'],No animal products detected in name,True,True,False
Tres Leches For 2,['sweet_dairy'],No animal products detected in name,True,True,False
Yuzu Custard,['sweet_dairy'],No animal products detected in name,True,True,False
Apple Moat,[],No animal products detected in name,True,True,False
Apple Tart,[],No animal products detected in name,True,True,False
Muskmelon Cantelope,[],No animal products detected in name,True,True,False
Yogurt,[],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
"""007""",[],No animal products detected in name,True,True,False
Baby Jamey,[],No animal products detected in name,True,True,False
Bacon Is My Jam,['bacon'],Contains meat,False,False,False
Bird'S Nest,[],No animal products detected in name,True,True,False
Creole,[],No animal products detected in name,True,True,False
Eeyore'S Meadow,[],No animal products detected in name,True,True,False
Endive Will Always Love You,[],No animal products detected in name,True,True,False
Flat Shoals,[],No animal products detected in name,True,True,False
Fm,[],No animal products detected in name,True,True,False
Georgia On My Mind,[],No animal products detected in name,True,True,False
Keepin' It Classy,[],No animal products detected in name,True,True,False
Mn Big Softy,[],No animal products detected in name,True,True,False
Mr. Big Is Dead,[],No animal products detected in name,True,True,False
Portlandia,[],No animal products detected in name,True,True,False
Red Rider,[],No animal products detected in name,True,True,False
SmRgSbord,[],No animal products detected in name,True,True,False
St Patrick'S,[],No animal products detected in name,True,True,False
Sweet Ass,[],No animal products detected in name,True,True,False
Thank You For Being A Friend,[],No animal products detected in name,True,True,False
The Bohemian Bear,[],No animal products detected in name,True,True,False
The Courtney Canady,[],No animal products detected in name,True,True,False
The Kimmy,[],No animal products detected in name,True,True,False
The Palleson,[],No animal products detected in name,True,True,False
The Red Bag,[],No animal products detected in name,True,True,False
The Schwarz,[],No animal products detected in name,True,True,False
Ukiyo,[],No animal products detected in name,True,True,False
Wwjcd,[],No animal products detected in name,True,True,False
Yonshakudama,[],No animal products detected in name,True,True,False
Zestos,[],No animal products detected in name,True,True,False
Bacon,['bacon'],Contains meat,False,False,False
Wings,['fried_chicken'],Contains meat [FIXED: Wings are typically fried],False,False,False
Maggi,[],No animal products detected in name,True,True,False
Sauces,[],No animal products detected in name,True,True,False
Sriracha,[],No animal products detected in name,True,True,False
Zhug,[],No animal products detected in name,True,True,False
Jen Chan Lunch,[],No animal products detected in name,True,True,False
Justaco Yum Cha,[],No animal products detected in name,True,True,False
Lunchables,[],No animal products detected in name,True,True,False
Poutine,[],No animal products detected in name,True,True,False
Pizza,[],No animal products detected in name,True,True,False
Sandwich 2,[],No animal products detected in name,True,True,False
Chips,[],No animal products detected in name,True,True,False
Biscuit,[],No animal products detected in name,True,True,False
Beef Biscuit,[],Contains meat,False,False,False
Pork Biscuit,[],Contains meat,False,False,False
Lamb Biscuit,['lamb'],Contains meat,False,False,False
Beef Benedict,['egg'],Contains meat,False,False,False
Benedict,['egg'],Contains dairy or egg,False,True,False
Pork Benedict,['egg'],Contains meat,False,False,False
Fried Rice,[],No animal products detected in name,True,True,False
Poultry Fried Rice,['unfried_chicken'],Contains meat; protein likely substitutable,False,False,True
Beef Fried Rice,[],Contains meat; protein likely substitutable,False,False,True
Pork Fried Rice,[],Contains meat; protein likely substitutable,False,False,True
Pork Taco,[],Contains meat (no taco base with Beyond on menu),False,False,False
Taco,[],No animal products detected in name,True,True,False
Beef Taco,[],Contains meat (no taco base with Beyond on menu),False,False,False
Poultry Taco,['unfried_chicken'],Contains meat (no taco base with Beyond on menu),False,False,False
Fish Taco,[],Contains fish/shellfish,False,False,False
Shellfish Taco,[],Contains fish/shellfish,False,False,False
Vegan Taco,[],Explicitly marked vegan,True,True,False
Pizza,[],No animal products detected in name,True,True,False
Poultry Pizza,['unfried_chicken'],Contains meat (specific pizza - no sub),False,False,False
Vegan Pizza,[],Explicitly marked vegan,True,True,False
Beef Pizza,[],Contains meat (specific pizza - no sub),False,False,False
Pork Pizza,[],Contains meat (specific pizza - no sub),False,False,False
Pork Egg Roll,[],Contains meat (no Beyond option on menu),False,False,False
Egg Roll,[],No animal products detected in name,True,True,False
Beef Egg Roll,[],Contains meat (no Beyond option on menu),False,False,False
Shellfish Egg Roll,[],Contains fish/shellfish,False,False,False
Vegan Egg Roll,[],Explicitly marked vegan,True,True,False
Grits,['savory_dairy'],No animal products detected in name,True,True,False
Fish Grits,['savory_dairy'],Contains fish/shellfish,False,False,False
Vegan Grits,['savory_dairy'],Explicitly marked vegan,True,True,False
Beef Grits,['savory_dairy'],Contains meat (no Beyond option for grits),False,False,False
Pork Grits,['savory_dairy'],Contains meat (no Beyond option for grits),False,False,False
Shellfish Grits,['savory_dairy'],Contains fish/shellfish,False,False,False
Mac Cheese,['savory_dairy'],Contains dairy or egg; dairy could be omitted (no vegan dairy sub),False,True,False
Shellfish Mac Cheese,['savory_dairy'],Contains fish/shellfish,False,False,False
Pork Mac Cheese,['savory_dairy'],Contains meat,False,False,False
Bao,[],No animal products detected in name,True,True,False
Shellfish Bao,[],Contains fish/shellfish,False,False,False
Pork Bao,[],Contains meat; protein likely substitutable,False,False,False
Poultry Bao,['unfried_chicken'],Contains meat; protein likely substitutable,False,False,False
Beef Bao,[],Contains meat; protein likely substitutable,False,False,False
Lamb Bao,['lamb'],Contains meat; protein likely substitutable,False,False,False
Pork Pork,[],Contains meat,False,False,False
Fish Pork,[],Contains meat,False,False,False
Beef Salad,[],Contains meat (no Beyond for salads),False,False,False
Caesar Salad,[],No animal products detected in name,True,True,False
Farm Salad,[],No animal products detected in name,True,True,False
Grilled Chanterelles Salad,[],No animal products detected in name,True,True,False
Iceberg Wedge,[],No animal products detected in name,True,True,False
Peanut Noodle Salad,[],No animal products detected in name,True,True,False
Potato Salad,[],No animal products detected in name,True,True,False
Potato Salad (Quart),[],No animal products detected in name,True,True,False
Salad,[],No animal products detected in name,True,True,False
Seasonal Salad,[],No animal products detected in name,True,True,False
Side Caesar Salad,[],No animal products detected in name,True,True,False
Side Salad,[],No animal products detected in name,True,True,False
Spinach Salad,[],No animal products detected in name,True,True,False
Strawberry Romaine,[],No animal products detected in name,True,True,False
Summer Salad,[],No animal products detected in name,True,True,False
Sweet Peas Tendrils Salad,[],No animal products detected in name,True,True,False
Unearthing Farm Salad,[],No animal products detected in name,True,True,False
Rainbow Carrots Kale,[],No animal products detected in name,True,True,False
Poultry Salad,['unfried_chicken'],Contains meat (no Beyond for salads),False,False,False
Vegan Salad,[],Explicitly marked vegan,True,True,False
Shellfish Salad,[],Contains fish/shellfish,False,False,False
Fish Salad,[],Contains fish/shellfish,False,False,False
Pork Salad,[],Contains meat (no Beyond for salads),False,False,False
Poultry Chicken,['unfried_chicken'],Contains meat,False,False,False
Chicken,['unfried_chicken'],Contains meat,False,False,False
Vegan Chicken,['unfried_chicken'],Explicitly marked vegan,True,True,False
Poutine,[],No animal products detected in name,True,True,False
Fish Poutine,[],Contains fish/shellfish,False,False,False
Poultry Poutine,['unfried_chicken'],Contains meat (no Beyond for poutine),False,False,False
Beef Poutine,[],Contains meat (no Beyond for poutine),False,False,False
Beef Meatball,"['ground_meat', 'meatballs']",Contains meat,False,False,False
Pork Meatball,"['ground_meat', 'meatballs']",Contains meat,False,False,False
Fries,[],No animal products detected in name,True,True,False
Pork Fries,[],Contains meat,False,False,False
Shellfish Fries,[],Contains fish/shellfish,False,False,False
Beef Fries,[],Contains meat,False,False,False
Potatoes,[],No animal products detected in name,True,True,False
Pork Potatoes,[],Contains meat,False,False,False
Vegan Potatoes,[],Explicitly marked vegan,True,True,False
Vegan Jook,[],Explicitly marked vegan,True,True,False
Jook,[],No animal products detected in name,True,True,False
Pork Jook,[],Contains meat (no Beyond for jook),False,False,False
Noodles,[],No animal products detected in name,True,True,False
Shellfish Noodles,[],Contains fish/shellfish,False,False,False
Fish Noodles,[],Contains fish/shellfish,False,False,False
Pork Noodles,[],Contains meat (no Beyond for noodles),False,False,False
Scramble,['egg'],Contains dairy or egg,False,True,False
Shellfish Scramble,['egg'],Contains fish/shellfish,False,False,False
Pork Scramble,['egg'],Contains meat,False,False,False
Vegan Scramble,['egg'],Explicitly marked vegan,True,True,False
Beef Quesadilla,[],Contains meat; protein likely substitutable,False,False,False
Pork Quesadilla,[],Contains meat; protein likely substitutable,False,False,False
Poultry Kids,['unfried_chicken'],Contains meat,False,False,False
Kid'S Spaghetti,[],No animal products detected in name,True,True,False
(K) Pizza Rolls,[],No animal products detected in name,True,True,False
(K) Rice Spaghetti Sauce,[],No animal products detected in name,True,True,False
(K) Spaghetti,[],No animal products detected in name,True,True,False
Vegan Kids,[],Explicitly marked vegan,True,True,False
Shellfish Kids,[],Contains fish/shellfish,False,False,False
Mushroom,[],No animal products detected in name,True,True,False
Shellfish Mushroom,[],Contains fish/shellfish,False,False,False
Beef Mushroom,[],Contains meat,False,False,False
Vegan Mushroom,[],Explicitly marked vegan,True,True,False
Fish Tostada,[],Contains fish/shellfish,False,False,False
Tostada,[],No animal products detected in name,True,True,False
Beef Tostada,[],Contains meat,False,False,False
Vegan Tostada,[],Explicitly marked vegan,True,True,False
Pork Tostada,[],Contains meat,False,False,False
Vegan Wonton,[],Explicitly marked vegan,True,True,False
Pork Wonton,[],Contains meat,False,False,False
Shellfish Wonton,[],Contains fish/shellfish,False,False,False
Bacon Egg Grilled Cheese,"['bacon', 'egg', 'savory_dairy']",Contains meat,False,False,False
Stuffed Pork Tender Eggs,['egg'],Contains meat,False,False,False
Egg (Single),['egg'],Contains dairy or egg,False,True,False
Egg Mik-Muffin (M),"['egg', 'sweet_dairy']",Contains dairy or egg [FIXED: Baked goods typically have egg/dairy],False,True,False
Eggs (2),['egg'],Contains dairy or egg,False,True,False
Eggs Bread Salad,['egg'],Contains dairy or egg,False,True,False
Eggs Florentine,['egg'],Contains dairy or egg,False,True,False
Eggs Salad Toast,['egg'],Contains dairy or egg,False,True,False
Frittata,['egg'],Contains dairy or egg,False,True,False
Funny Egg,['egg'],Contains dairy or egg,False,True,False
Homestyle Pancake,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Juevos Rancheros,[],No animal products detected in name,True,True,False
Omelette Of The Day,['egg'],Contains dairy or egg,False,True,False
Omurice Omelette,['egg'],Contains dairy or egg,False,True,False
Pumpkin Pancakes,"['sweet_dairy', 'egg']",No animal products detected in name [FIXED: Baked goods typically have egg/dairy],False,True,False
Ricotta Pancakes,"['savory_dairy', 'sweet_dairy', 'egg']",Contains dairy or egg (no vegan dairy sub) [FIXED: Baked goods typically have egg/dairy],False,True,False
Ricotta Pomodoro Poached Eggs,"['egg', 'savory_dairy']",Contains dairy or egg,False,True,False
Spec Chili N Eggs,"['egg', 'ground_meat']",Contains meat,False,False,False
Spec Ricotta Pancakes,"['savory_dairy', 'sweet_dairy', 'egg']",Contains dairy or egg (no vegan dairy sub) [FIXED: Baked goods typically have egg/dairy],False,True,False
Spinach And Eggs,['egg'],Contains dairy or egg,False,True,False
Spinach And Tomato Frittata,['egg'],Contains dairy or egg,False,True,False
"Spinach, Artichoke, Tomato Frittata",['egg'],Contains dairy or egg,False,True,False
Steamed Egg,['egg'],Contains dairy or egg,False,True,False
Tex Mex Frittata,['egg'],Contains dairy or egg,False,True,False
Vidalia Onion Egg,['egg'],Contains dairy or egg,False,True,False
White Rice Eggs,['egg'],Contains dairy or egg,False,True,False
White Rice Soft Scrambled Eggs,['egg'],Contains dairy or egg,False,True,False
Chinese Steamed Egg,['egg'],Contains dairy or egg,False,True,False
Satsuma Orange Steamed Egg,['egg'],Contains dairy or egg,False,True,False
Lamb Eggs/Breakfast,"['egg', 'lamb']",Contains meat,False,False,False
Fish Fish,[],Contains fish/shellfish,False,False,False
Branzino,[],Contains fish/shellfish,False,False,False
Crappie,[],Contains fish/shellfish,False,False,False
Fried Crappie,[],Contains fish/shellfish,False,False,False
Hake Potatoes,[],Contains fish/shellfish,False,False,False
Papa'S Fried Crappie,[],Contains fish/shellfish,False,False,False
Smoke Sturgeon,[],Contains fish/shellfish,False,False,False
Smoked Storugeon,[],No animal products detected in name,True,True,False
Smoked Sturgeon,[],Contains fish/shellfish,False,False,False
Pork Sandwich,[],Contains meat (no Beyond for sandwiches),False,False,False
Sandwich,[],No animal products detected in name,True,True,False
Poultry Sandwich,['unfried_chicken'],Contains meat (no Beyond for sandwiches),False,False,False
Beef Sandwich,[],Contains meat (no Beyond for sandwiches),False,False,False
Burger,[],No animal products detected in name,True,True,False
Beef Burger,['beef_or_pork_burger'],Contains meat,False,False,False
Pork Burger,[],Contains meat,False,False,False
Bowls,[],No animal products detected in name,True,True,False
Curry Dal Bowl,[],No animal products detected in name,True,True,False
Gado Bowl,[],No animal products detected in name,True,True,False
Ginger Curry Bowl,[],No animal products detected in name,True,True,False
Rice Bowl,[],No animal products detected in name,True,True,False
Poultry Bowl,['unfried_chicken'],Contains meat (no Beyond for bowls),False,False,False
Beef Bowl,[],Contains meat (no Beyond for bowls),False,False,False
Pork Bowl,[],Contains meat (no Beyond for bowls),False,False,False
48 Hour Marinated Chkn Thigh Sticky Rice,[],No animal products detected in name,True,True,False
3 Day Ramen,[],No animal products detected in name,True,True,False
Asian Slaw,[],No animal products detected in name,True,True,False
Fried Shumai Rolls,[],No animal products detected in name,True,True,False
Gado Gado Lettuce Wraps (3),[],No animal products detected in name,True,True,False
Hong Shao Rou,[],No animal products detected in name,True,True,False
Lap Cheong Focaccia,['sausage'],Contains meat,False,False,False
Lettuce Wrap,[],No animal products detected in name,True,True,False
Lo Mai Gai,[],No animal products detected in name,True,True,False
Radish Wraps,[],No animal products detected in name,True,True,False
Scallion Pancake,[],Asian scallion pancake - vegan,True,True,False
Smashed Chinese Cucumbers,[],No animal products detected in name,True,True,False
Soda Bread Lap Cheong,['sausage'],Contains meat,False,False,False
Summer Roll Special,[],No animal products detected in name,True,True,False
Summer Rolls,[],No animal products detected in name,True,True,False
Youtiao,[],No animal products detected in name,True,True,False
Beef Asian,[],Contains meat,False,False,False
Poultry Asian,['unfried_chicken'],Contains meat,False,False,False
Szechuan,[],No animal products detected in name,True,True,False
Vegan Szechuan,[],Explicitly marked vegan,True,True,False
Chilaguiles Verde,[],No animal products detected in name,True,True,False
Chilaquiles,[],No animal products detected in name,True,True,False
Chochoyotes,[],No animal products detected in name,True,True,False
Crunch Wrap,[],No animal products detected in name,True,True,False
Custom Taco Bar,[],No animal products detected in name,True,True,False
Elote Corn,[],No animal products detected in name,True,True,False
Empanadas,[],No animal products detected in name,True,True,False
