,dishes_count,vegan_dishes_count,vegetarian_dishes_count,mpbamod_dishes_count,lamb_dishes_count,chunked_beef_or_pork_dishes_count,pulled_pork_dishes_count,beef_or_pork_burger_dishes_count,ground_meat_dishes_count,meatballs_dishes_count,sausage_dishes_count,bacon_dishes_count,breakfast_sausage_patty_dishes_count,unfried_chicken_dishes_count,fried_chicken_dishes_count,savory_dairy_dishes_count,sweet_dairy_dishes_count,egg_dishes_count
2019-09-09 00:00:00-04:00,25,9,17,0,0,2,0,0,0,0,1,0,0.0,2,1,1,2,2
2019-09-10 00:00:00-04:00,27,9,17,0,0,2,0,0,0,0,1,0,0.0,2,1,1,2,2
2019-09-11 00:00:00-04:00,30,9,17,0,0,2,0,0,0,0,1,0,0.0,3,1,1,2,2
2019-09-12 00:00:00-04:00,31,10,18,0,0,2,0,0,0,0,1,0,0.0,3,1,1,2,2
2019-09-13 00:00:00-04:00,30,10,18,0,0,2,0,0,0,0,1,0,0.0,3,1,1,2,2
2019-09-14 00:00:00-04:00,34,10,19,0,0,3,0,0,0,0,1,0,0.0,3,2,2,2,3
2019-09-15 00:00:00-04:00,33,10,18,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,2
2019-09-16 00:00:00-04:00,33,10,18,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,2
2019-09-17 00:00:00-04:00,33,10,18,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,2
2019-09-18 00:00:00-04:00,34,10,19,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,2
2019-09-19 00:00:00-04:00,36,11,20,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,2
2019-09-20 00:00:00-04:00,37,11,20,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,2
2019-09-21 00:00:00-04:00,38,11,20,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,3
2019-09-22 00:00:00-04:00,36,9,18,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,3
2019-09-23 00:00:00-04:00,36,9,18,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,3
2019-09-24 00:00:00-04:00,38,10,19,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,3
2019-09-25 00:00:00-04:00,38,10,19,0,0,3,0,0,0,0,1,0,0.0,3,2,2,1,3
2019-09-26 00:00:00-04:00,38,10,19,0,0,4,0,0,0,0,1,0,0.0,3,2,2,1,3
2019-09-27 00:00:00-04:00,40,10,21,0,0,4,0,0,0,0,1,0,0.0,3,2,5,1,3
2019-09-28 00:00:00-04:00,40,10,21,0,0,4,0,0,0,0,1,0,0.0,3,2,5,1,3
2019-09-29 00:00:00-04:00,41,10,22,0,0,4,0,0,0,0,1,0,0.0,3,2,5,1,4
2019-09-30 00:00:00-04:00,41,10,22,0,0,4,0,0,0,0,1,0,0.0,3,2,5,1,4
2019-10-01 00:00:00-04:00,44,11,23,0,0,5,0,0,0,0,1,0,0.0,3,2,5,1,4
2019-10-02 00:00:00-04:00,44,11,23,0,0,5,0,0,0,0,1,0,0.0,3,2,5,1,4
2019-10-03 00:00:00-04:00,44,11,23,0,0,5,0,0,0,0,1,0,0.0,3,2,5,1,4
2019-10-04 00:00:00-04:00,46,12,24,0,0,5,0,0,1,1,1,0,0.0,3,2,5,1,4
2019-10-05 00:00:00-04:00,47,12,25,0,0,5,0,0,1,1,1,0,0.0,3,2,6,2,5
2019-10-06 00:00:00-04:00,47,12,25,0,0,5,0,0,1,1,1,0,0.0,3,2,6,2,5
2019-10-07 00:00:00-04:00,47,12,25,0,0,5,0,0,1,1,1,0,0.0,3,2,6,2,5
2019-10-08 00:00:00-04:00,48,12,25,0,0,5,0,0,1,1,1,0,0.0,3,2,6,2,5
2019-10-09 00:00:00-04:00,48,12,25,0,0,5,0,0,1,1,1,0,0.0,3,2,6,2,5
2019-10-10 00:00:00-04:00,48,12,25,0,0,5,0,0,1,1,1,0,0.0,3,2,6,2,5
2019-10-11 00:00:00-04:00,48,12,25,0,0,5,0,0,1,1,1,0,0.0,3,2,6,2,5
2019-10-12 00:00:00-04:00,48,12,25,0,0,4,0,0,1,1,1,0,0.0,3,2,6,2,6
2019-10-13 00:00:00-04:00,48,12,25,0,0,4,0,0,1,1,1,0,0.0,3,2,6,2,6
2019-10-14 00:00:00-04:00,48,12,25,0,0,4,0,0,1,1,1,0,0.0,3,2,6,2,6
2019-10-15 00:00:00-04:00,50,12,26,0,0,4,0,0,1,1,1,0,0.0,4,2,6,3,7
2019-10-16 00:00:00-04:00,51,12,26,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-17 00:00:00-04:00,51,12,26,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-18 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-19 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-20 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-21 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-22 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-23 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-24 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-25 00:00:00-04:00,52,13,27,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-10-26 00:00:00-04:00,54,13,29,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-10-27 00:00:00-04:00,53,13,28,0,0,4,0,0,1,1,2,0,0.0,5,2,6,3,7
2019-10-28 00:00:00-04:00,53,13,28,0,0,4,0,0,1,1,2,0,0.0,5,2,6,3,7
2019-10-29 00:00:00-04:00,53,13,28,0,0,4,0,0,1,1,2,0,0.0,5,2,6,3,7
2019-10-30 00:00:00-04:00,52,12,28,0,0,4,0,0,1,1,2,0,0.0,5,2,6,3,7
2019-10-31 00:00:00-04:00,52,12,28,0,0,4,0,0,1,1,2,0,0.0,5,2,6,3,7
2019-11-01 00:00:00-04:00,52,12,28,0,0,4,0,0,1,1,2,0,0.0,5,2,6,3,7
2019-11-02 00:00:00-04:00,52,12,28,0,0,4,0,0,1,1,2,0,0.0,5,2,6,3,7
2019-11-03 00:00:00-04:00,51,12,28,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-11-04 00:00:00-05:00,51,12,28,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-11-05 00:00:00-05:00,51,12,28,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-11-06 00:00:00-05:00,51,12,28,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-11-07 00:00:00-05:00,51,12,28,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-11-08 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,7
2019-11-09 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-10 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-11 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-12 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-13 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-14 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-15 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-16 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-17 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-18 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-19 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-20 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-21 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-22 00:00:00-05:00,55,15,31,0,0,4,0,0,1,1,1,0,0.0,5,2,6,3,8
2019-11-23 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-11-24 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-11-25 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-11-26 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-11-27 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-11-28 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-11-29 00:00:00-05:00,53,14,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-11-30 00:00:00-05:00,54,14,31,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-01 00:00:00-05:00,53,13,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-02 00:00:00-05:00,53,13,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-03 00:00:00-05:00,53,13,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-04 00:00:00-05:00,53,13,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-05 00:00:00-05:00,53,13,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-06 00:00:00-05:00,53,13,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-07 00:00:00-05:00,55,14,32,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-08 00:00:00-05:00,55,14,32,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-09 00:00:00-05:00,55,14,32,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-10 00:00:00-05:00,55,14,32,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-11 00:00:00-05:00,53,12,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-12 00:00:00-05:00,53,12,30,0,0,4,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-13 00:00:00-05:00,54,12,30,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-14 00:00:00-05:00,54,12,30,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-15 00:00:00-05:00,54,12,30,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-16 00:00:00-05:00,53,11,29,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-12-17 00:00:00-05:00,53,11,29,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-12-18 00:00:00-05:00,56,14,32,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-12-19 00:00:00-05:00,55,13,31,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-12-20 00:00:00-05:00,56,14,32,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,8
2019-12-21 00:00:00-05:00,57,14,33,1,0,5,0,0,1,1,1,0,0.0,5,2,5,3,9
2019-12-22 00:00:00-05:00,56,14,32,1,0,5,0,0,1,1,1,0,0.0,4,2,6,2,8
2019-12-23 00:00:00-05:00,55,14,31,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-24 00:00:00-05:00,55,14,31,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-25 00:00:00-05:00,55,14,31,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-26 00:00:00-05:00,55,14,31,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-27 00:00:00-05:00,55,14,31,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-28 00:00:00-05:00,56,14,32,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-29 00:00:00-05:00,55,13,31,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-30 00:00:00-05:00,54,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2019-12-31 00:00:00-05:00,55,13,32,1,0,5,0,0,1,1,1,0,0.0,4,2,5,1,7
2020-01-01 00:00:00-05:00,53,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,4,1,7
2020-01-02 00:00:00-05:00,53,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,4,1,7
2020-01-03 00:00:00-05:00,54,13,31,1,0,5,0,0,1,1,1,0,0.0,4,2,4,1,7
2020-01-04 00:00:00-05:00,53,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,4,1,7
2020-01-05 00:00:00-05:00,52,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,3,1,7
2020-01-06 00:00:00-05:00,52,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,3,1,7
2020-01-07 00:00:00-05:00,52,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,3,1,7
2020-01-08 00:00:00-05:00,52,13,30,1,0,5,0,0,1,1,1,0,0.0,4,2,3,1,7
2020-01-09 00:00:00-05:00,57,15,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-10 00:00:00-05:00,56,15,33,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-11 00:00:00-05:00,57,15,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-12 00:00:00-05:00,57,15,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-13 00:00:00-05:00,57,15,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-14 00:00:00-05:00,57,15,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-15 00:00:00-05:00,57,15,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-16 00:00:00-05:00,57,15,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-17 00:00:00-05:00,58,15,35,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-18 00:00:00-05:00,58,15,35,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-19 00:00:00-05:00,57,14,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-20 00:00:00-05:00,57,14,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-21 00:00:00-05:00,58,14,34,1,0,5,0,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-22 00:00:00-05:00,59,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-23 00:00:00-05:00,59,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-24 00:00:00-05:00,60,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-25 00:00:00-05:00,60,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,3,2,8
2020-01-26 00:00:00-05:00,59,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,2,2,7
2020-01-27 00:00:00-05:00,59,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,2,2,7
2020-01-28 00:00:00-05:00,59,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,2,2,7
2020-01-29 00:00:00-05:00,59,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,2,2,7
2020-01-30 00:00:00-05:00,59,14,34,2,0,5,1,0,1,1,1,0,0.0,4,3,2,2,7
2020-01-31 00:00:00-05:00,60,14,35,2,0,5,1,0,1,1,1,0,0.0,4,3,2,2,7
2020-02-01 00:00:00-05:00,60,14,35,2,0,5,1,0,1,1,1,0,0.0,4,3,2,2,7
