item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,shrimp,whole_bird_white_meat
Yogurt,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Beyond Burger,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Beyond Sausage,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Smoothie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kids Combo,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Cliff Duos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cliff Protein Bar,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kind Bar,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Power Bowl Bar,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rx Bars,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sweet Street Bar,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Baked Chips Small Bag,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
City Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Food Should Taste Good Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Like Is Good Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simply 7 Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegetarian Enjoy Life Lentil Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Veggie Sticks,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bada Bean Bada Boom Beans,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bear Granola Bites,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bite Size Bobo'S Oat,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enjoy Life Lentils,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hillshire Snacking,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Pretzels And Hummus,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PretzelsHummus,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sabra Snackers,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trail Mix,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Energy Bites,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Protein Bites,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Abc Cookies,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Abc'S Cookies,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
City Mandys Cookies,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Protein Bakery Cookies,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Brownie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Cheesecake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
City Mandys Cream Pie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Heavenly Organics Chocolate Honey Patty,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mandy'S Bakery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Sweet Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Sweet Street Krispy,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sweets Un Sweetened,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1 Chocolate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Apple,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple Slice,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple Tart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Banana,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fruit Cup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mandarin Orange Cup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Orange,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quinoa Chickpeas,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quinoa Lentils,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Meat Bowl,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Cheese Stick,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Heat And Serve,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Loyalty,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Promo,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegetarian,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poultry Caesar Salad,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Caesar Salad,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vegan Caesar Salad,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Vegetarian Wrap,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poultry Vegetarian Wrap,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Burrito Wrap,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vegan Burrito Wrap,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poultry Burrito Wrap,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Poultry Vegan Panini,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vegan Vegan Panini,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poultry Quesadilla,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Quesadilla,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vegan Quesadilla,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Poultry Soup,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Combo Meal,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Poultry Combo Meal,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Vegan Combo Meal,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
to_remove,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
