item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,shrimp,whole_bird_white_meat
White Pizza,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Red Pie (Vegan) Pizza,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Margarita Pizza,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pie Of The Week Pizza,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
New Year Pizza (Onsite Order),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Year Special Good Luck Pork And Sauerkraut,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pizza,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Soft Pretzel And Big Hop Beer Mustard,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gratitude Pretzel,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pretzels,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Breadsticks,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Burrito,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cheese Quesadilla With Salsa,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Cheese Tostada With Salsa,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Red Chile Enchiladas,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Totchos,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chicken Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pork Sandwich,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Shellfish Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beef Green Chile,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Pickled Veggies,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chips And Salsa (Side),True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Potater Chipz,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
French Fries,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cheesey Tots,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cheese Board,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Posole,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soup Of The Day,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beef Chili,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Vegan Chili,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pork Chili,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Green Chile,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Pork Green Chile,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apple Crumble,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Brownie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Nunkin Spice Bread Pudding,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Rice Krispy Treat,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Coconut Smiles,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Baked Goods,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Mac Cheese,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fruit,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Condiment/Spread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Breakfast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
catering_takeout,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
to_remove,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
