item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg
The Craven,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True
Scone Vanilla Bean,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Tomwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danish Blueberry,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Brownie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Veggie Sandwich,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Muffin Chocolate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Chicken Salad Sandwich With Side Salad,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Scone Blueberry,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Egusto,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Egusto Swanson,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True
Croque Madame,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
Egusto Mato,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danish Lemon,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Pastrami Sandwich With Side Salad,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Egg Meat,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Croissant Cinnamon Twist,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Muffin Marionberry,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Hummus Plate,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bear Claw,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Croissant Chocolate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Cinnamon Roll,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Cream Cheese Pocket,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Chocolate Muffin,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Croissant Plain,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Egg,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Avocado Toast,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Butte,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True
Bacon,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Simple Salad,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bacon, Cheddar Chive Scone",False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True
Mochi Waffle (Weekends From 9Am-1Pm),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Mochi Cupcake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Pumpkin Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Toast,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sausage,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Butterhorn Berry,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Flan,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Apple Strudel,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Banana Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Croissant Almond,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Pumpkin Loaf,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Banana Loaf,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Matcha Loaf,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
