item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg
Walnut Brownie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Butternut Squash Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Curry,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Daily Special,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Farmer's Market Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Buffalo Tofu Chicken Wrap,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Candy Patty,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Vegan Cheesecake,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Honey By John,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Forbidden Wrap,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Banh Mi,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Chicken Curry Couscous On Greens,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Vegan Chicken Wrap,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Smash Burger,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Falafel,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reuben-Vegan Or Regular,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Kale! Ceasar Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Cilantro Lime Coleslaw,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Black Bean Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pear Salad Butternut Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cake Pops,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Chocolate Covered Oreos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
House Tomato Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Peppermint Brownie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Green Goddess Salad Bowl,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
April Showers Smoothie Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sw Burrito Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Quiche,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Winter Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Autumn Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mint To Be,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bean Corn Salad,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sw Burrito Wrap,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Lion'S Mane Crab Cakes,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Majestic Baking Company,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Grilled Chicken Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Vegan Muffin,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Spiced Yam Cake- Wedge,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Carrot Cake,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Pumpkin Waffles,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Chips House Pico,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Almond Pear Cake,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Vegan Peanut Butter Fudge,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sushi Bowl,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Pomegranate Power Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peppermint Mocha Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pretzel Bark,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pb Choc Tart,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Vegan Lemon Bar,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Pb Choc Cupcake,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Gf Cookie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Curried Cauliflower Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Egg Bake,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Pineapple Coconut Rice Bowl,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Winter Protein Salad,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Applesauce,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Apple Walnut Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
V-Protein Packed Banana Muffin,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Beet Burger,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Enlightened Bean Crisps,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Taali Water Lily Pops,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spinach Lental Rice Bow,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Microgreens,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Mac Cheese,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vegan Gf Cake Slice,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Cauliflower Flatbread Pizza,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Matcha Pancakes,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Vegan Shepards Pie,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
Cookie Bar Sandwich,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Butternut Curry,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Cinnamon Roll,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Pb Chocolate Cake,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Chocolate Cake,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Punjabi Butternut Chickpea Spinach Curry,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Roasted Beet Sweet Potato Salad,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Savory Mushroom Flatbread,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ratatouille With Chickpea Over Rice Or With Thick Cut Sourdough,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spinach Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Organic Hickory Smokehouse Mushroom Jerky,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
